moneyness,T,sigma,price,vega,delta,gamma,recovered_iv,price_finite,price_nonneg,iv_ill_posed,iv_roundtrip_ok,all_pass
1.25,5.0,0.2,109.95699779533328,643.552416827742,0.4993080197729202,0.0010784455042979369,0.2,True,True,False,True,True
1.25,5.0,1.0,527.0208912947184,356.58496374159307,0.8078443094489862,0.00011951084045118192,1.0,True,True,False,True,True
1.25,5.0,3.0,723.280399948438,2.4035022597221114,0.9366815093779148,2.685143834741748e-07,2.99999999990697,True,True,False,True,True
2.0,0.0027397260273972603,0.01,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.0027397260273972603,0.05,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.0027397260273972603,0.2,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.0027397260273972603,1.0,1.0874218205044026e-39,1.938736013473466e-37,3.6079641911046334e-40,1.1858392499571212e-40,0.2,True,True,True,True,True
2.0,0.0027397260273972603,3.0,0.0001805884446286236,0.0013388941138386637,7.283964442478638e-06,2.7298081167187493e-07,2.99999422454834,True,True,False,True,True
2.0,0.019178082191780823,0.01,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.019178082191780823,0.05,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.019178082191780823,0.2,3.339888859082006e-138,1.0490367056393958e-134,3.9177343569476996e-138,4.5832103698627367e-138,0.2,True,True,True,True,True
2.0,0.019178082191780823,1.0,8.031714146394722e-06,0.00022338396243272226,4.078122289038233e-07,1.9519158625791976e-08,0.9999884490966796,True,True,False,True,True
2.0,0.019178082191780823,3.0,8.8444579296754,14.71406646482112,0.07223689590099541,0.0004285688107441002,2.999999999796949,True,True,False,True,True
2.0,0.0821917808219178,0.01,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.0821917808219178,0.05,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,0.0821917808219178,0.2,5.4108223623742784e-33,4.00375317272041e-30,1.4945372565804541e-33,4.081531838576601e-34,0.2,True,True,True,True,True
2.0,0.0821917808219178,1.0,0.8213189248428883,6.784423893563394,0.011736748281897672,0.00013832442177829791,0.9999999995938967,True,True,False,True,True
2.0,0.0821917808219178,3.0,106.17896903498487,82.33234191113395,0.3542618245406023,0.0005595451073998802,3.0000000000879816,True,True,False,True,True
2.0,1.0,0.01,0.0,0.0,0.0,0.0,,True,True,True,True,True
2.0,1.0,0.05,1.2829714539718878e-39,4.5625701012610184e-36,4.449917381768389e-40,1.5291631528644175e-40,0.10825758188295785,True,True,True,True,True
2.0,1.0,0.2,0.02631378713720245,1.7848050232768728,0.0006648878802438799,1.495460900364025e-05,0.2,True,True,False,True,True
2.0,1.0,1.0,151.08494176988555,300.27427619282196,0.43035756883919496,0.0005031904701915594,1.0000000000304454,True,True,False,True,True
2.0,1.0,3.0,622.9618166495094,134.1515201399912,0.888040283352344,7.493567475713092e-05,2.9999999999424656,True,True,False,True,True
2.0,5.0,0.01,5.276770309881972e-126,3.0155754599315394e-121,7.312613095689153e-126,1.0106818691366495e-125,0.03881989849847118,True,True,True,True,True
