a_level,b_skew,c_curvature,rmse,r_squared,param_std_err
0.13724946859478404,-0.12412508909797006,0.3471731397053474,0.002130599617603194,0.9949821361555703,"[0.0007395465061123821, 0.002960823856704753, 0.016091694795263716]"
